"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045869","GO:0045869","negative regulation of single stranded viral RNA replication via double stranded DNA intermediate","3/576","12/9381",0.25,4.07161458333333,2.72306937031534,0.0334093396366841,0.257833188695973,0.228757065164155,"APOBEC3F/MPHOSPH8/RESF1",3
"GO:0048486","GO:0048486","parasympathetic nervous system development","3/576","12/9381",0.25,4.07161458333333,2.72306937031534,0.0334093396366841,0.257833188695973,0.228757065164155,"NAV2/SEMA3F/TFAP2A",3
"GO:0051797","GO:0051797","regulation of hair follicle development","3/576","12/9381",0.25,4.07161458333333,2.72306937031534,0.0334093396366841,0.257833188695973,0.228757065164155,"FST/KRT17/PKP3",3
"GO:0060512","GO:0060512","prostate gland morphogenesis","3/576","12/9381",0.25,4.07161458333333,2.72306937031534,0.0334093396366841,0.257833188695973,0.228757065164155,"MMP2/SFRP1/TNC",3
"GO:0060740","GO:0060740","prostate gland epithelium morphogenesis","3/576","12/9381",0.25,4.07161458333333,2.72306937031534,0.0334093396366841,0.257833188695973,0.228757065164155,"MMP2/SFRP1/TNC",3
"GO:0070885","GO:0070885","negative regulation of calcineurin-NFAT signaling cascade","3/576","12/9381",0.25,4.07161458333333,2.72306937031534,0.0334093396366841,0.257833188695973,0.228757065164155,"CHP1/HOMER2/HOMER3",3
"GO:0106057","GO:0106057","negative regulation of calcineurin-mediated signaling","3/576","12/9381",0.25,4.07161458333333,2.72306937031534,0.0334093396366841,0.257833188695973,0.228757065164155,"CHP1/HOMER2/HOMER3",3
"GO:1903429","GO:1903429","regulation of cell maturation","3/576","12/9381",0.25,4.07161458333333,2.72306937031534,0.0334093396366841,0.257833188695973,0.228757065164155,"BNC1/LRRK2/RAC3",3
"GO:1904353","GO:1904353","regulation of telomere capping","3/576","12/9381",0.25,4.07161458333333,2.72306937031534,0.0334093396366841,0.257833188695973,0.228757065164155,"ATM/NABP2/SMG6",3
"GO:0051495","GO:0051495","positive regulation of cytoskeleton organization","14/576","133/9381",0.105263157894737,1.71436403508772,2.12211772299042,0.0334193633429248,0.257833188695973,0.228757065164155,"ABL1/ARHGEF5/CCR7/CDC42EP1/CTTN/EDN1/F2RL1/GPR65/MTSS1/PLEK/PLK4/S100A10/SFRP1/TESK1",14
"GO:0042310","GO:0042310","vasoconstriction","6/576","40/9381",0.15,2.44296875,2.33904305597619,0.0337437466023955,0.25845697561661,0.229310506968813,"ABL1/CD38/EDN1/EGFR/MMP2/PIK3C2A",6
"GO:0071622","GO:0071622","regulation of granulocyte chemotaxis","6/576","40/9381",0.15,2.44296875,2.33904305597619,0.0337437466023955,0.25845697561661,0.229310506968813,"CCL19/CCR7/CD74/CMKLR1/EDN1/PTK2",6
"GO:0120192","GO:0120192","tight junction assembly","6/576","40/9381",0.15,2.44296875,2.33904305597619,0.0337437466023955,0.25845697561661,0.229310506968813,"ACTG1/CLDN1/LSR/MARVELD2/PRKCH/TJP1",6
"GO:0051384","GO:0051384","response to glucocorticoid","9/576","73/9381",0.123287671232877,2.00791952054795,2.21109335725874,0.0338635410521716,0.25845697561661,0.229310506968813,"ANXA3/CLDN1/CYP1B1/EDN1/EGFR/FOSL1/GJB2/PTGDS/SDC1",9
"GO:0051592","GO:0051592","response to calcium ion","9/576","73/9381",0.123287671232877,2.00791952054795,2.21109335725874,0.0338635410521716,0.25845697561661,0.229310506968813,"APP/CLIC4/EDN1/EGFR/LGMN/NFATC2/S100A16/SDC1/TXNIP",9
"GO:0002431","GO:0002431","Fc receptor mediated stimulatory signaling pathway","5/576","30/9381",0.166666666666667,2.71440972222222,2.40543818285602,0.0341240563992966,0.25845697561661,0.229310506968813,"ABL1/CSK/FCER1G/PTK2/PTPRC",5
"GO:0010559","GO:0010559","regulation of glycoprotein biosynthetic process","5/576","30/9381",0.166666666666667,2.71440972222222,2.40543818285602,0.0341240563992966,0.25845697561661,0.229310506968813,"CCL19/CCR7/CHP1/HBEGF/JAK3",5
"GO:0032689","GO:0032689","negative regulation of type II interferon production","5/576","30/9381",0.166666666666667,2.71440972222222,2.40543818285602,0.0341240563992966,0.25845697561661,0.229310506968813,"IL20RB/IL36RN/LAPTM5/PDCD1LG2/TLR4",5
"GO:0045604","GO:0045604","regulation of epidermal cell differentiation","5/576","30/9381",0.166666666666667,2.71440972222222,2.40543818285602,0.0341240563992966,0.25845697561661,0.229310506968813,"CD109/FOXC1/PRKCH/SFN/SULT2B1",5
"GO:1900026","GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","5/576","30/9381",0.166666666666667,2.71440972222222,2.40543818285602,0.0341240563992966,0.25845697561661,0.229310506968813,"ABL1/DOCK1/RAC3/S100A10/TESK1",5
"GO:0032946","GO:0032946","positive regulation of mononuclear cell proliferation","12/576","109/9381",0.110091743119266,1.79300458715596,2.12985588260526,0.0347795915510231,0.260569286047615,0.231184609900853,"CCL19/CD38/CD74/EFNB1/FCRL3/HLA-DMB/HLA-DPB1/KITLG/NFATC2/PDCD1LG2/PTPRC/TLR4",12
"GO:0060047","GO:0060047","heart contraction","12/576","109/9381",0.110091743119266,1.79300458715596,2.12985588260526,0.0347795915510231,0.260569286047615,0.231184609900853,"CELF2/DSC2/DSG2/DSP/EDN1/GJA1/GJC1/HBEGF/HOPX/IRX3/JUP/PPP1R13L",12
"GO:0007605","GO:0007605","sensory perception of sound","8/576","62/9381",0.129032258064516,2.10147849462366,2.22553891184938,0.0348727785636196,0.260569286047615,0.231184609900853,"BIRC5/GJB2/GSDME/HEXA/HOMER2/MARVELD2/NAV2/TFAP2A",8
"GO:0019751","GO:0019751","polyol metabolic process","8/576","62/9381",0.129032258064516,2.10147849462366,2.22553891184938,0.0348727785636196,0.260569286047615,0.231184609900853,"ASAH1/CYP27A1/IMPA2/INPP4A/PLEK/SPR/SPTSSA/TPI1",8
"GO:0030593","GO:0030593","neutrophil chemotaxis","8/576","62/9381",0.129032258064516,2.10147849462366,2.22553891184938,0.0348727785636196,0.260569286047615,0.231184609900853,"CCL19/CCR7/CD74/CXCL9/EDN1/FCER1G/S100A8/S100A9",8
"GO:1903131","GO:1903131","mononuclear cell differentiation","34/576","402/9381",0.0845771144278607,1.37746165008292,1.97842620421816,0.0349716059513125,0.260569286047615,0.231184609900853,"ABL1/APP/ATM/B2M/CCL19/CCR7/CD3D/CD74/F2RL1/FANCA/FCER1G/FCRL3/FGL2/ID2/IKZF1/IL4R/IRF8/ITGB6/JAK3/LIPA/LY6D/LY9/MS4A1/NLRP3/PTPRC/RC3H1/SFRP1/SLAMF8/SPI1/THEMIS/TLR4/TMEM131L/TP53/UBD",34
"GO:0060070","GO:0060070","canonical Wnt signaling pathway","19/576","198/9381",0.095959595959596,1.56284196127946,2.04726825090546,0.0350180105246104,0.260569286047615,0.231184609900853,"APP/COL6A1/CSNK1E/CTHRC1/CTNND1/DAB2IP/EDN1/EGFR/JUP/LRRK2/PLEKHA4/PTK7/SDC1/SFRP1/SOX2/SPIN4/TMEM131L/WLS/ZEB2",19
"GO:0006939","GO:0006939","smooth muscle contraction","7/576","51/9381",0.137254901960784,2.23539624183007,2.26255175740668,0.0350403496697401,0.260569286047615,0.231184609900853,"APBB2/CD38/CTTN/EDN1/ITGA2/PIK3C2A/SMTN",7
"GO:0071260","GO:0071260","cellular response to mechanical stimulus","7/576","51/9381",0.137254901960784,2.23539624183007,2.26255175740668,0.0350403496697401,0.260569286047615,0.231184609900853,"EGFR/GADD45A/ITGA2/PLEC/SLC2A1/TLR4/TLR8",7
"GO:1904892","GO:1904892","regulation of receptor signaling pathway via STAT","7/576","51/9381",0.137254901960784,2.23539624183007,2.26255175740668,0.0350403496697401,0.260569286047615,0.231184609900853,"CYP1B1/ERCC6/GADD45A/IFNAR1/JAK3/PTK6/PTPRC",7
"GO:0071216","GO:0071216","cellular response to biotic stimulus","18/576","185/9381",0.0972972972972973,1.58462837837838,2.05406534849798,0.035094777121547,0.260569286047615,0.231184609900853,"ABL1/B2M/CARD8/CD68/CXCL9/DAB2IP/GBP5/IL36G/IL36RN/IRF8/NLRP3/PAF1/PDCD1LG2/SLC7A5/SMC1A/TLR4/TP53/TXNIP",18
"GO:0030098","GO:0030098","lymphocyte differentiation","29/576","333/9381",0.0870870870870871,1.41834021521522,1.98803221229171,0.0354438409712886,0.262690220293468,0.233066364130948,"ABL1/ATM/B2M/CCL19/CCR7/CD3D/CD74/FANCA/FCER1G/FCRL3/FGL2/ID2/IKZF1/IL4R/IRF8/JAK3/LIPA/LY6D/LY9/MS4A1/NLRP3/PTPRC/RC3H1/SFRP1/SLAMF8/SPI1/THEMIS/TMEM131L/TP53",29
"GO:0120039","GO:0120039","plasma membrane bounded cell projection morphogenesis","31/576","361/9381",0.0858725761772853,1.39856013388735,1.97511400745443,0.0358546459535104,0.265260353902488,0.235346661033192,"ABL1/ACTG1/APBB2/APP/CRABP2/CTTN/DAB2IP/EDN1/EFNA3/EFNB1/EGFR/EMB/ENAH/EPB41L3/LPAR3/LRRK2/NECTIN1/NELL2/NOTCH3/POSTN/PTK2/PTK7/RAC3/RGMA/S100A6/SEMA3F/SEMA4B/SPP1/TSKU/TUBB3/ULK1",31
"GO:0002753","GO:0002753","cytoplasmic pattern recognition receptor signaling pathway","15/576","147/9381",0.102040816326531,1.66188350340136,2.06867978229238,0.0360482582232691,0.266096669928444,0.236088664809413,"ALPK1/BIRC3/CARD8/F2RL1/FCRL3/GBP5/NAGK/NLRP3/PIK3AP1/SMPDL3A/TLR4/TLR8/UNC93B1/WDFY1/ZDHHC12",15
"GO:0001562","GO:0001562","response to protozoan","4/576","21/9381",0.19047619047619,3.10218253968254,2.46655116302704,0.0365342972150071,0.266096669928444,0.236088664809413,"BPGM/GBP1/IL4R/IRF8",4
"GO:0036092","GO:0036092","phosphatidylinositol-3-phosphate biosynthetic process","4/576","21/9381",0.19047619047619,3.10218253968254,2.46655116302704,0.0365342972150071,0.266096669928444,0.236088664809413,"ATM/INPP4A/PIK3C2A/SYNJ2",4
"GO:0071295","GO:0071295","cellular response to vitamin","4/576","21/9381",0.19047619047619,3.10218253968254,2.46655116302704,0.0365342972150071,0.266096669928444,0.236088664809413,"POSTN/RXRA/SFRP1/TNC",4
"GO:0090025","GO:0090025","regulation of monocyte chemotaxis","4/576","21/9381",0.19047619047619,3.10218253968254,2.46655116302704,0.0365342972150071,0.266096669928444,0.236088664809413,"APP/LGMN/PLA2G7/SLAMF8",4
"GO:1903077","GO:1903077","negative regulation of protein localization to plasma membrane","4/576","21/9381",0.19047619047619,3.10218253968254,2.46655116302704,0.0365342972150071,0.266096669928444,0.236088664809413,"CSK/GBP1/PPFIA1/SFN",4
"GO:1904376","GO:1904376","negative regulation of protein localization to cell periphery","4/576","21/9381",0.19047619047619,3.10218253968254,2.46655116302704,0.0365342972150071,0.266096669928444,0.236088664809413,"CSK/GBP1/PPFIA1/SFN",4
"GO:0046330","GO:0046330","positive regulation of JNK cascade","9/576","74/9381",0.121621621621622,1.98078547297297,2.16637187238252,0.0365457410546186,0.266096669928444,0.236088664809413,"APP/CCL19/CCR7/DAB2IP/EDN1/F2RL1/GADD45A/SH3RF2/TLR4",9
"GO:0048839","GO:0048839","inner ear development","9/576","74/9381",0.121621621621622,1.98078547297297,2.16637187238252,0.0365457410546186,0.266096669928444,0.236088664809413,"CTHRC1/GJB2/GSDME/JAG1/LRIG3/PTK7/SOX2/TFAP2A/TSKU",9
"GO:0031669","GO:0031669","cellular response to nutrient levels","18/576","186/9381",0.0967741935483871,1.57610887096774,2.02970606127956,0.0367329807199823,0.266990770391029,0.236881936609747,"ATG7/CD68/DSC2/KLF10/LRRK2/POSTN/PRKCH/RXRA/SFRP1/SLC2A1/SLC39A4/SLC7A5/TNC/TP53/UCN2/ULK1/UPP1/YWHAG",18
"GO:0120035","GO:0120035","regulation of plasma membrane bounded cell projection organization","33/576","390/9381",0.0846153846153846,1.37808493589744,1.95058850014399,0.0371636158406291,0.269647741554687,0.239239278303027,"ABL1/ACAP3/ADCY6/ANLN/APP/B2M/CCL19/CCR7/CD38/CDC42EP1/CRABP2/DAB2IP/EHD1/EPS8L1/F2RL1/ICAM1/ITGA3/ITGA6/KLF5/LPAR3/LRRK2/PTK6/PTK7/PTPRF/RGMA/S100A9/SEMA3F/SFRP1/SPP1/TACSTD2/TESK1/TSKU/ULK1",33
"GO:0021782","GO:0021782","glial cell development","10/576","86/9381",0.116279069767442,1.8937742248062,2.12961126478372,0.0372769630203871,0.269997303834727,0.239549420072123,"APP/COL6A1/EGFR/ITGB4/NDRG1/PLEC/S100A8/S100A9/TLR4/ZEB2",10
"GO:0007566","GO:0007566","embryo implantation","6/576","41/9381",0.146341463414634,2.38338414634146,2.2704360051853,0.0375575998080352,0.271082118475069,0.240511899009094,"GJA1/HSPG2/ITGB4/MMP2/SPP1/UBE2Q1",6
"GO:0031295","GO:0031295","T cell costimulation","6/576","41/9381",0.146341463414634,2.38338414634146,2.2704360051853,0.0375575998080352,0.271082118475069,0.240511899009094,"CCL19/CCR7/CSK/EFNB1/MAP3K8/PDCD1LG2",6
"GO:0048858","GO:0048858","cell projection morphogenesis","31/576","363/9381",0.0853994490358127,1.39085456841139,1.9425015331803,0.0382177379558683,0.274822666110457,0.243830621100325,"ABL1/ACTG1/APBB2/APP/CRABP2/CTTN/DAB2IP/EDN1/EFNA3/EFNB1/EGFR/EMB/ENAH/EPB41L3/LPAR3/LRRK2/NECTIN1/NELL2/NOTCH3/POSTN/PTK2/PTK7/RAC3/RGMA/S100A6/SEMA3F/SEMA4B/SPP1/TSKU/TUBB3/ULK1",31
"GO:0048514","GO:0048514","blood vessel morphogenesis","34/576","405/9381",0.0839506172839506,1.36725823045267,1.93243817245157,0.038294237398142,0.274822666110457,0.243830621100325,"ABL1/ACTG1/ADGRG1/ANXA3/CHI3L1/CLIC4/COL3A1/CYBB/CYP1B1/DAB2IP/EDN1/EFNA3/ELK3/ERAP1/F3/FOXC1/GADD45A/GJA1/GJC1/HSPB1/HSPG2/JAG1/JUP/KLF5/MMP2/NOTCH3/PDGFRB/PIK3C2A/PTK2/SFRP1/SHC1/TGFA/TJP1/TNFAIP2",34
"GO:0001942","GO:0001942","hair follicle development","7/576","52/9381",0.134615384615385,2.1924078525641,2.2052454436234,0.0384367414619576,0.274822666110457,0.243830621100325,"CD109/COL6A1/EGFR/FST/KRT17/LAMA5/PKP3",7
"GO:0010632","GO:0010632","regulation of epithelial cell migration","7/576","52/9381",0.134615384615385,2.1924078525641,2.2052454436234,0.0384367414619576,0.274822666110457,0.243830621100325,"DAB2IP/DOCK1/HBEGF/ITGA2/ITGA3/PTK2/TACSTD2",7
"GO:0071496","GO:0071496","cellular response to external stimulus","7/576","52/9381",0.134615384615385,2.1924078525641,2.2052454436234,0.0384367414619576,0.274822666110457,0.243830621100325,"EGFR/GADD45A/ITGA2/PLEC/SLC2A1/TLR4/TLR8",7
"GO:0002685","GO:0002685","regulation of leukocyte migration","17/576","174/9381",0.0977011494252874,1.59120569923372,2.01327057123046,0.0384738465710994,0.274822666110457,0.243830621100325,"ABL1/APP/CCL19/CCR7/CD74/CD9/CMKLR1/EDN1/F2RL1/ICAM1/ITGA2/KITLG/LGMN/PLA2G7/PTK2/RAC3/SLAMF8",17
"GO:0060350","GO:0060350","endochondral bone morphogenesis","5/576","31/9381",0.161290322580645,2.62684811827957,2.32043833442212,0.0387068231512136,0.276010960956072,0.244884910669514,"COL3A1/FGFR3/FOXC1/MMP13/TSKU",5
"GO:0060560","GO:0060560","developmental growth involved in morphogenesis","14/576","136/9381",0.102941176470588,1.67654718137255,2.0326474813996,0.0393167518571685,0.279775758838015,0.248225148281146,"ABL1/APP/CRABP2/CTTN/EDN1/LPAR3/POSTN/PTK7/RGMA/SEMA3F/SFRP1/SPP1/TNC/ULK1",14
"GO:0032755","GO:0032755","positive regulation of interleukin-6 production","9/576","75/9381",0.12,1.954375,2.12234578313162,0.0393698448956222,0.279775758838015,0.248225148281146,"APP/CD74/F2RL1/IL16/MAPK13/TLR4/TLR8/TYROBP/UNC93B1",9
"GO:0002523","GO:0002523","leukocyte migration involved in inflammatory response","3/576","13/9381",0.230769230769231,3.75841346153846,2.54539730206209,0.0415001729492528,0.288458641024931,0.255928852588147,"S100A8/S100A9/SLAMF8",3
"GO:0002836","GO:0002836","positive regulation of response to tumor cell","3/576","13/9381",0.230769230769231,3.75841346153846,2.54539730206209,0.0415001729492528,0.288458641024931,0.255928852588147,"GSDME/PVR/YWHAG",3
"GO:0002839","GO:0002839","positive regulation of immune response to tumor cell","3/576","13/9381",0.230769230769231,3.75841346153846,2.54539730206209,0.0415001729492528,0.288458641024931,0.255928852588147,"GSDME/PVR/YWHAG",3
"GO:0014047","GO:0014047","glutamate secretion","3/576","13/9381",0.230769230769231,3.75841346153846,2.54539730206209,0.0415001729492528,0.288458641024931,0.255928852588147,"GIPC1/GJA1/KCNK1",3
"GO:0043171","GO:0043171","peptide catabolic process","3/576","13/9381",0.230769230769231,3.75841346153846,2.54539730206209,0.0415001729492528,0.288458641024931,0.255928852588147,"ERAP1/MME/TPP1",3
"GO:0045059","GO:0045059","positive thymic T cell selection","3/576","13/9381",0.230769230769231,3.75841346153846,2.54539730206209,0.0415001729492528,0.288458641024931,0.255928852588147,"CD3D/CD74/PTPRC",3
"GO:0045907","GO:0045907","positive regulation of vasoconstriction","3/576","13/9381",0.230769230769231,3.75841346153846,2.54539730206209,0.0415001729492528,0.288458641024931,0.255928852588147,"ABL1/CD38/EGFR",3
"GO:0046514","GO:0046514","ceramide catabolic process","3/576","13/9381",0.230769230769231,3.75841346153846,2.54539730206209,0.0415001729492528,0.288458641024931,0.255928852588147,"ASAH1/ASAH2B/HEXA",3
"GO:0055093","GO:0055093","response to hyperoxia","3/576","13/9381",0.230769230769231,3.75841346153846,2.54539730206209,0.0415001729492528,0.288458641024931,0.255928852588147,"ATG7/MMP2/SLC7A5",3
"GO:0070424","GO:0070424","regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway","3/576","13/9381",0.230769230769231,3.75841346153846,2.54539730206209,0.0415001729492528,0.288458641024931,0.255928852588147,"BIRC3/NAGK/TLR4",3
"GO:0030183","GO:0030183","B cell differentiation","12/576","112/9381",0.107142857142857,1.74497767857143,2.02854110031669,0.0416045012849368,0.288458641024931,0.255928852588147,"ABL1/ATM/FCRL3/ID2/IRF8/JAK3/MS4A1/PTPRC/SFRP1/SLAMF8/SPI1/TP53",12
"GO:0031294","GO:0031294","lymphocyte costimulation","6/576","42/9381",0.142857142857143,2.3266369047619,2.20381184364587,0.0416360770776994,0.288458641024931,0.255928852588147,"CCL19/CCR7/CSK/EFNB1/MAP3K8/PDCD1LG2",6
"GO:0032835","GO:0032835","glomerulus development","6/576","42/9381",0.142857142857143,2.3266369047619,2.20381184364587,0.0416360770776994,0.288458641024931,0.255928852588147,"EDN1/FOXC1/JAG1/MTSS1/NOTCH3/PDGFRB",6
"GO:0043030","GO:0043030","regulation of macrophage activation","6/576","42/9381",0.142857142857143,2.3266369047619,2.20381184364587,0.0416360770776994,0.288458641024931,0.255928852588147,"ATM/CD74/IL4R/LRRK2/PTPRC/TLR4",6
"GO:0050886","GO:0050886","endocrine process","6/576","42/9381",0.142857142857143,2.3266369047619,2.20381184364587,0.0416360770776994,0.288458641024931,0.255928852588147,"CTSZ/EDN1/F2RL1/GJA1/NIBAN2/SPP1",6
"GO:0000165","GO:0000165","MAPK cascade","39/576","479/9381",0.081419624217119,1.32603731732777,1.87343769163506,0.0419561613646257,0.289296705200879,0.256672407373622,"ABL1/APP/ARHGAP8/ARHGEF5/AVPI1/CCL19/CCR7/CD74/CHI3L1/CSK/DAB2IP/DUSP4/EDN1/EGFR/ERCC6/F2RL1/FCRL3/FGFR3/GADD45A/GBP1/GSDME/ICAM1/LAPTM5/LAX1/LPAR3/LRRK2/MAP3K8/MAPK13/MDFI/PDGFC/PDGFRB/PPP1CB/PTPRC/SH3RF2/SHC1/SOX2/SPI1/TGFA/TLR4",39
"GO:0043299","GO:0043299","leukocyte degranulation","7/576","53/9381",0.132075471698113,2.15104166666667,2.14922899931104,0.0420419659121082,0.289296705200879,0.256672407373622,"ANXA3/CD84/F2RL1/IL4R/PTGDS/SNAP23/SPI1",7
"GO:1901184","GO:1901184","regulation of ERBB signaling pathway","7/576","53/9381",0.132075471698113,2.15104166666667,2.14922899931104,0.0420419659121082,0.289296705200879,0.256672407373622,"AFAP1L2/DAB2IP/EGFR/GPRC5A/LGMN/PTK6/PTPN18",7
"GO:0043122","GO:0043122","regulation of canonical NF-kappaB signal transduction","21/576","229/9381",0.091703056768559,1.49351801310044,1.93379630009942,0.0422367777921732,0.289296705200879,0.256672407373622,"ABL1/AJUBA/ALPK1/APOL3/BIRC3/CARD8/CCL19/CCR7/CD74/DAB2IP/EDN1/F2RL1/GJA1/HSPB1/OPTN/PLEKHG5/TLR4/TLR8/TRIM22/UBD/WLS",21
"GO:0070482","GO:0070482","response to oxygen levels","21/576","229/9381",0.091703056768559,1.49351801310044,1.93379630009942,0.0422367777921732,0.289296705200879,0.256672407373622,"AJUBA/ATG7/ATM/ATP6AP1/CD38/CHCHD2/COL6A1/CYBB/EDN1/HSPG2/ITGA2/LMNA/MMP2/NDRG1/POSTN/SFRP1/SLC2A1/SLC7A5/SOX2/TP53/ZEB2",21
"GO:0010977","GO:0010977","negative regulation of neuron projection development","9/576","76/9381",0.118421052631579,1.92865953947368,2.07899340879176,0.0423385414835881,0.289296705200879,0.256672407373622,"ADCY6/B2M/CD38/LRRK2/RGMA/SEMA3F/SPP1/TSKU/ULK1",9
"GO:0055002","GO:0055002","striated muscle cell development","9/576","76/9381",0.118421052631579,1.92865953947368,2.07899340879176,0.0423385414835881,0.289296705200879,0.256672407373622,"ACTG1/COL6A1/EDN1/LMNA/NFATC2/PDGFRB/PLEC/SDC1/TMOD3",9
"GO:0001916","GO:0001916","positive regulation of T cell mediated cytotoxicity","4/576","22/9381",0.181818181818182,2.96117424242424,2.3553788890861,0.0425572132699279,0.289296705200879,0.256672407373622,"B2M/PTPRC/PVR/STX7",4
"GO:0032753","GO:0032753","positive regulation of interleukin-4 production","4/576","22/9381",0.181818181818182,2.96117424242424,2.3553788890861,0.0425572132699279,0.289296705200879,0.256672407373622,"FCER1G/IL20RB/NLRP3/SLC7A5",4
"GO:0035094","GO:0035094","response to nicotine","4/576","22/9381",0.181818181818182,2.96117424242424,2.3553788890861,0.0425572132699279,0.289296705200879,0.256672407373622,"B2M/EDN1/KCNK1/MMP2",4
"GO:0048512","GO:0048512","circadian behavior","4/576","22/9381",0.181818181818182,2.96117424242424,2.3553788890861,0.0425572132699279,0.289296705200879,0.256672407373622,"CSNK1E/ID2/PTGDS/TP53",4
"GO:0043583","GO:0043583","ear development","10/576","88/9381",0.113636363636364,1.85073390151515,2.05071396036449,0.0426648049427317,0.289296705200879,0.256672407373622,"CTHRC1/EDN1/GJB2/GSDME/JAG1/LRIG3/PTK7/SOX2/TFAP2A/TSKU",10
"GO:0071621","GO:0071621","granulocyte chemotaxis","10/576","88/9381",0.113636363636364,1.85073390151515,2.05071396036449,0.0426648049427317,0.289296705200879,0.256672407373622,"CCL19/CCR7/CD74/CMKLR1/CXCL9/EDN1/FCER1G/PTK2/S100A8/S100A9",10
"GO:0006721","GO:0006721","terpenoid metabolic process","5/576","32/9381",0.15625,2.54475911458333,2.23872709960159,0.0436471891197914,0.293555689161194,0.260451101172781,"CRABP2/CYP1B1/EGFR/LIPA/SCPEP1",5
"GO:0014911","GO:0014911","positive regulation of smooth muscle cell migration","5/576","32/9381",0.15625,2.54475911458333,2.23872709960159,0.0436471891197914,0.293555689161194,0.260451101172781,"CYP1B1/ITGA2/PDGFRB/POSTN/TLR4",5
"GO:0038084","GO:0038084","vascular endothelial growth factor signaling pathway","5/576","32/9381",0.15625,2.54475911458333,2.23872709960159,0.0436471891197914,0.293555689161194,0.260451101172781,"ADGRG1/CD63/DAB2IP/FOXC1/PDGFRB",5
"GO:0044546","GO:0044546","NLRP3 inflammasome complex assembly","5/576","32/9381",0.15625,2.54475911458333,2.23872709960159,0.0436471891197914,0.293555689161194,0.260451101172781,"CARD8/GBP5/NLRP3/TLR4/ZDHHC12",5
"GO:0060135","GO:0060135","maternal process involved in female pregnancy","5/576","32/9381",0.15625,2.54475911458333,2.23872709960159,0.0436471891197914,0.293555689161194,0.260451101172781,"CTSB/DSG2/GJB2/ITGA3/SPP1",5
"GO:0002065","GO:0002065","columnar/cuboidal epithelial cell differentiation","8/576","65/9381",0.123076923076923,2.00448717948718,2.07842480690552,0.0444380062638261,0.297907216749242,0.264311902356124,"ABL1/DLG5/FST/GJA1/JAG1/KLF5/PTK6/TJP1",8
"GO:1902414","GO:1902414","protein localization to cell junction","8/576","65/9381",0.123076923076923,2.00448717948718,2.07842480690552,0.0444380062638261,0.297907216749242,0.264311902356124,"ACTG1/DLG5/DSP/HSPB1/LSR/NECTIN1/TJP1/ZDHHC12",8
"GO:0006897","GO:0006897","endocytosis","40/576","496/9381",0.0806451612903226,1.31342405913978,1.83439320821581,0.045073180159401,0.301677197738931,0.267656738570918,"ABL1/ACTG1/ANXA3/APP/B2M/CCDC32/CCL19/CD63/CD9/CDC42SE2/CSK/CSNK1E/CTTN/CYTH2/DOCK1/EHBP1/EHD1/F2RL1/FCER1G/FCMR/FNBP1/HSPG2/IRF8/ITGA2/LIPA/LRRK2/M6PR/MYO1D/PDLIM7/PIK3C2A/PTK2/PTPRC/RHOV/SDC1/SNX10/SYNJ2/SYT7/TLR4/TYROBP/ZFYVE9",40
"GO:0048754","GO:0048754","branching morphogenesis of an epithelial tube","9/576","77/9381",0.116883116883117,1.90361201298701,2.03629403211139,0.0454543169675293,0.303737476123345,0.269484677165725,"ABL1/CLIC4/CTSZ/DLG5/EDN1/ESRP2/LAMA5/TACSTD2/TNC",9
"GO:0022404","GO:0022404","molting cycle process","7/576","54/9381",0.12962962962963,2.11120756172839,2.09444548263951,0.0458594418500758,0.303840707079779,0.269576266657161,"CD109/COL6A1/EGFR/FST/KRT17/LAMA5/PKP3",7
"GO:0022405","GO:0022405","hair cycle process","7/576","54/9381",0.12962962962963,2.11120756172839,2.09444548263951,0.0458594418500758,0.303840707079779,0.269576266657161,"CD109/COL6A1/EGFR/FST/KRT17/LAMA5/PKP3",7
"GO:0043406","GO:0043406","positive regulation of MAP kinase activity","7/576","54/9381",0.12962962962963,2.11120756172839,2.09444548263951,0.0458594418500758,0.303840707079779,0.269576266657161,"ARHGEF5/CCL19/DAB2IP/EDN1/LRRK2/PDGFRB/TLR4",7
"GO:0045058","GO:0045058","T cell selection","7/576","54/9381",0.12962962962963,2.11120756172839,2.09444548263951,0.0458594418500758,0.303840707079779,0.269576266657161,"CCR7/CD3D/CD74/JAK3/LY9/PTPRC/THEMIS",7
"GO:0031529","GO:0031529","ruffle organization","6/576","43/9381",0.13953488372093,2.27252906976744,2.13906009531456,0.0459831338013568,0.303840707079779,0.269576266657161,"CCR7/EPS8L1/ICAM1/PLEK/SNX10/TACSTD2",6
"GO:0042475","GO:0042475","odontogenesis of dentin-containing tooth","6/576","43/9381",0.13953488372093,2.27252906976744,2.13906009531456,0.0459831338013568,0.303840707079779,0.269576266657161,"FOXC1/FST/ITGB6/LAMA5/NECTIN1/TNC",6
"GO:0140894","GO:0140894","endolysosomal toll-like receptor signaling pathway","6/576","43/9381",0.13953488372093,2.27252906976744,2.13906009531456,0.0459831338013568,0.303840707079779,0.269576266657161,"F2RL1/FCRL3/PIK3AP1/TLR8/UNC93B1/WDFY1",6
